ID,Name,Beschreibung,CannaWorld-Teil,Domäne/Kategorie,Empfänger/Rolle,Delivery-Typ,Input → Output,Beleg-Quelle,Reifegrad,AIHF-Bezug,Status
AC-072,Environmental Monitoring,"Umgebungsmonitoring EU-GMP: Messpunkte-Verwaltung, manuelle Messwert-Erfassung für Reinraum-Klassifizierung (ISO 14644)",AICert,Facility,QC / Facility-Manager,automatisiert,"IN: measurement_point, value / OUT: stored_reading, alert_if_limit_exceeded",/Users/gm/.openclaw/workspace/cannaworld-aicert/src/pages/EnvironmentalMonitoring.tsx,live,nein,BELEGT
AC-073,IoT Monitoring Hub,"Echtzeit-IoT-Sensor-Dashboard: Temperatur, Luftfeuchtigkeit, CO2, VPD, Licht; Geräte-Management, Alert-System, historische Charts (Recharts)",AICert,Cultivation,Grow-Manager / QA,automatisiert,"IN: device_readings / OUT: dashboard_data, alerts[]",/Users/gm/.openclaw/workspace/cannaworld-aicert/src/pages/IoTMonitoring.tsx + MonitoringHub.tsx,live,nein,BELEGT
AC-074,Trolmaster Dashboard,"Dediziertes Dashboard für Trolmaster-Geräte (Hydro-X Pro, Aqua-X Pro): Räume-Übersicht, Alerts, Setup-Anleitung; Tabs: Räume/Alerts/Setup",AICert,Cultivation,Grow-Manager,automatisiert,"IN: trolmaster_data / OUT: device_readings, alerts",/Users/gm/.openclaw/workspace/cannaworld-aicert/src/pages/TrolmasterDashboard.tsx,live,nein,BELEGT
AC-075,Labor Dashboard (LIMS + CoA + QP-Freigabe),"Labor-Frontend: CoA-Datei-Upload (PDF), Laborname-Erfassung, LIMS-Ergebnis-Anzeige, QP-Freigabe-Button; integriert LIMS-Edge-Function",AICert,Quality/GxP,Laborleiter / QP,automatisiert,"IN: coa_file, lab_name / OUT: lab_result, qp_release_request",/Users/gm/.openclaw/workspace/cannaworld-aicert/src/pages/LabDashboard.tsx,live,nein,BELEGT
AC-076,Calibration Tracker,"EU-GMP Annex 15 Kalibrierungs-Tracker: Messgeräte-Verwaltung, Kalibrierungshistorie, Recall-Termine",AICert,Quality/GxP,QC / Facility-Manager,automatisiert,"IN: equipment_form, calibration_record / OUT: calibration_history",/Users/gm/.openclaw/workspace/cannaworld-aicert/src/pages/CalibrationTracker.tsx,live,nein,BELEGT
AC-077,Stability Studies,"ICH-konforme Stabilitätsstudien (Q1A/Q1E): Studien-Anlage, Zeitpunkte, Ergebnisse, Trend-Analyse",AICert,Quality/GxP,QA-Manager / Regulatory Affairs,menschlich,"IN: stability_study_form / OUT: study_id, results[]",/Users/gm/.openclaw/workspace/cannaworld-aicert/src/pages/StabilityStudies.tsx,live,nein,BELEGT
AC-078,Cleaning Validation,"Reinigungs-Validierungs-Management nach EU-GMP Annex 15; Validierungspläne, Reinigungsprotokoll-Erfassung",AICert,Quality/GxP,QA-Manager / Facility,menschlich,"IN: cleaning_plan, record / OUT: validation_status",/Users/gm/.openclaw/workspace/cannaworld-aicert/src/pages/CleaningValidation.tsx,live,nein,BELEGT
AC-079,Validation Master Plan (VMP),"Validierungs-Masterplan-Verwaltung nach EU-GMP Annex 15; VMP-Anlage, Versionierung, Status-Tracking",AICert,Quality/GxP,QA-Manager / Regulatory Affairs,menschlich,"IN: vmp_form / OUT: vmp_id, version, status",/Users/gm/.openclaw/workspace/cannaworld-aicert/src/pages/ValidationMasterPlan.tsx,live,nein,BELEGT
AC-080,APQR (Annual Product Quality Review),"Jährlicher Produktqualitätsbericht-Manager; Erstellung, Produktname, Berichtsjahr, Report-Nummer-Generierung",AICert,Quality/GxP,QP / QA-Manager,menschlich,"IN: apqr_form / OUT: apqr_id, report_number",/Users/gm/.openclaw/workspace/cannaworld-aicert/src/pages/ApqrPage.tsx + hooks/use-apqr.ts,live,nein,BELEGT
AC-081,Management Review,Management-Review-Meeting-Dokumentation und Protokoll nach ICH Q10,AICert,Quality/GxP,QP / Management,menschlich,IN: review_form / OUT: review_record,/Users/gm/.openclaw/workspace/cannaworld-aicert/src/pages/ManagementReview.tsx,live,nein,BELEGT
AC-082,Audit Trail,Unveränderlicher Audit-Trail aller System-Aktivitäten (ALCOA+); Filterung und Export,AICert,Data/AI,QP / Regulatory Inspector,automatisiert,IN: filter_params / OUT: audit_trail_entries[],/Users/gm/.openclaw/workspace/cannaworld-aicert/src/pages/AuditTrail.tsx,live,nein,BELEGT
AC-083,Audit Closing Reports,"Abschluss-Berichte für abgeschlossene Audits: Anzeige, Suche, ZIP-Download aller Reports",AICert,Trust/Audit,QA-Manager / QP,automatisiert,IN: filter / OUT: closing_report PDFs (zip),/Users/gm/.openclaw/workspace/cannaworld-aicert/src/pages/ClosingReports.tsx,live,nein,BELEGT
AC-084,Zertifikats-Verzeichnis (Certificates Page),Übersicht aller eigenen und Drittpartei-Zertifikate (GMP/GACP/ISO); Ablauf-Tracking; externe Zertifikate via use-external-certificates,AICert,Trust/Audit,QA-Manager / QP,automatisiert,"IN: (user auth) / OUT: certificates[], expiry_alerts[]",/Users/gm/.openclaw/workspace/cannaworld-aicert/src/pages/Certificates.tsx + hooks/use-certificates.ts,live,nein,BELEGT
AC-085,Verify Audit Report (Public),Öffentliche Seite zur Verifikation eines Audit-Reports per ID/Hash; für Käufer und Inspektoren,AICert,Trust/Audit,Käufer / Inspektor,automatisiert,"IN: report_id/hash / OUT: verified, report_summary",/Users/gm/.openclaw/workspace/cannaworld-aicert/src/pages/VerifyAuditReport.tsx,live,nein,BELEGT
AC-086,Zertifikat-Verifikation (Frontend),Frontend-Seite für öffentliche Zertifikat-Verifikation (komplementär zur Edge-Function),AICert,Trust/Audit,Käufer / Öffentlichkeit,automatisiert,IN: certificate_id / OUT: verification_result,/Users/gm/.openclaw/workspace/cannaworld-aicert/src/pages/VerifyCertificate.tsx,live,nein,BELEGT
AC-087,Inspector Portal,"Portal für externe Inspektoren: Zertifikats-Verifikation, Audit-Status-Abfrage, Facility-Informationen; zugewiesen per Role 'inspector'",AICert,Trust/Audit,Externer Inspektor / Behörde,automatisiert,"IN: inspector auth / OUT: facility_data, cert_status, audit_summary",/Users/gm/.openclaw/workspace/cannaworld-aicert/src/pages/InspectorPortal.tsx + supabase/functions/inspector-portal/index.ts,live,nein,BELEGT
AC-088,QP Inbox,"Qualifizierter-Personen-Posteingang: eingehende QP-Freigabe-Anfragen, Signatur-Requests, Audit-Benachrichtigungen; Admin-Inbox via use-admin-inbox",AICert,Pharmacy,QP (Qualified Person),automatisiert,IN: (qp auth) / OUT: inbox_items[],/Users/gm/.openclaw/workspace/cannaworld-aicert/src/pages/QPInbox.tsx,live,nein,BELEGT
AC-089,QP Release Form,QP-Freigabe-Formular für Batch-Freigabe mit elektronischer Signatur (D-Trust QES); verknüpft mit Batch-Daten und Lab-Ergebnissen,AICert,Pharmacy,QP,menschlich,"IN: batch_id, qp_declaration / OUT: qp_signature, release_status",/Users/gm/.openclaw/workspace/cannaworld-aicert/src/pages/QPReleaseForm.tsx + hooks/use-qp-release.ts,live,nein,BELEGT
AC-090,Signature Capture (eSignature),Digitale Unterschriften-Erfassung für Compliance-Dokumente; Integration mit D-Trust QES und QMS-Signature-Verifier,AICert,Documents,QP / Auditor / Manager,automatisiert,"IN: document_ref, signer_info / OUT: signature_record",/Users/gm/.openclaw/workspace/cannaworld-aicert/src/pages/SignatureCapture.tsx,live,nein,BELEGT
AC-091,Document Archive,"Zentrales Dokumenten-Archiv: Versions-Management (use-document-versions), Suche, Metadaten; ALCOA+-konforme Archivierung",AICert,Documents,QA-Manager,automatisiert,"IN: document_upload/query / OUT: documents[], versions[]",/Users/gm/.openclaw/workspace/cannaworld-aicert/src/pages/DocumentArchive.tsx + hooks/use-document-versions.ts,live,nein,BELEGT
AC-092,Reports Dashboard,"Übersicht aller generierten Compliance-Reports (Audit, CAPA, APQR etc.) mit Detail-View",AICert,Data/AI,QA-Manager / Management,automatisiert,"IN: filter / OUT: reports[], report_detail",/Users/gm/.openclaw/workspace/cannaworld-aicert/src/pages/Reports.tsx + ReportDetail.tsx,live,nein,BELEGT
AC-093,Global Compliance Dashboard,Multi-Jurisdiktions-Compliance-Übersicht: Compliance-Status pro Land/Framework; JURISDICTIONS-Array mit regulatorischen Anforderungen je Markt,AICert,Regulatory,Regulatory Affairs / Management,automatisiert,IN: (user auth) / OUT: compliance_by_jurisdiction[],/Users/gm/.openclaw/workspace/cannaworld-aicert/src/pages/GlobalComplianceDashboard.tsx,live,nein,BELEGT
AC-094,Regulatorische Matrix,Interaktive Anforderungs-Matrix: GMP-Standards und Reporting-Pflichten pro Jurisdiktion; Checklist-Template-Verknüpfung pro Standard,AICert,Regulatory,Regulatory Affairs / QP,automatisiert,IN: jurisdiction_filter / OUT: requirements_matrix,/Users/gm/.openclaw/workspace/cannaworld-aicert/src/pages/RegulatoryMatrix.tsx,live,nein,BELEGT
AC-095,Regulatory Hub,"Regulatorischer Informations-Hub: Verlinkung zu Gesetzen, Standards, Leitlinien (EU-GMP/GACP/BtMG/CanG)",AICert,Regulatory,Regulatory Affairs / QA,automatisiert,"IN: (user auth) / OUT: regulatory_links, summaries",/Users/gm/.openclaw/workspace/cannaworld-aicert/src/pages/RegulatoryHub.tsx,live,nein,BELEGT
AC-096,Regulatory Watch (Frontend),Frontend für regulatorische Update-Benachrichtigungen; zeigt Regulatory-Watch-API-Ergebnisse an und ermöglicht manuelle Trigger,AICert,Regulatory,Regulatory Affairs,automatisiert,IN: (user auth) / OUT: regulatory_alerts[],/Users/gm/.openclaw/workspace/cannaworld-aicert/src/pages/RegulatoryWatch.tsx,live,nein,BELEGT
AC-097,EMVS Registrierung (Frontend),"Frontend-Seite für EMVS-Serialisierungs-Workflow: Serien-Nummern-Verwaltung, Registrierungs-Status, NMVS-Integration",AICert,Regulatory,Hersteller / Compliance-Manager,automatisiert,"IN: batch_id, serialization_data / OUT: nmvs_status",/Users/gm/.openclaw/workspace/cannaworld-aicert/src/pages/EMVSRegistration.tsx,live,nein,BELEGT
AC-098,Seller Listing Dashboard,"Seller-Dashboard für Marketplace-Listings: Status-Anzeige (current_status), Wartelisten-Verwaltung, Listing-Management; für Exporteure",AICert,Trade,Exporteur / Seller,automatisiert,"IN: (seller auth) / OUT: listings[], waitlist[]",/Users/gm/.openclaw/workspace/cannaworld-aicert/src/pages/SellerListingDashboard.tsx,live,nein,BELEGT
AC-099,Supplier-Qualifikation & Audit,"Lieferanten-Qualifizierungs-Prozess: Lieferanten-Score, GMP-Zertifikat-Ablauf, Next-Review-Datum; Supplier-Audits via use-supplier-audits",AICert,Sourcing,QA-Manager / Procurement,menschlich,"IN: supplier_form / OUT: supplier_id, score, status",/Users/gm/.openclaw/workspace/cannaworld-aicert/src/hooks/use-suppliers.ts + use-supplier-audits.ts,live,nein,BELEGT
AC-100,Classroom / Education Sessions,"GMP-Schulungs-Plattform: Session-Planung (scheduled_at), LiveKit-Integration für Video-Sessions, Transkription, automatische Zertifikat-Generierung für Teilnehmer nach Abschluss; feature-gated",AICert,Education,Facility-Mitarbeiter / Nutzer,automatisiert,"IN: session_form, participants[] / OUT: session_id, certificates[]",/Users/gm/.openclaw/workspace/cannaworld-aicert/src/pages/Classroom.tsx,live,nein,BELEGT
AC-101,Certification Body OS,"White-Label-Zertifizierungsstellen-Betriebssystem: 8-stufiger Lifecycle-Management (Antrag→Zertifikat), Governance-Management, Rollen für Certification Body (CB)-Mitarbeiter",AICert,Trust/Audit,Zertifizierungsstellen (CB),automatisiert,"IN: certification_application / OUT: lifecycle_status, certificate",/Users/gm/.openclaw/workspace/cannaworld-aicert/src/pages/CertificationBodyOS.tsx,live,nein,BELEGT
AC-102,Pre-Audit Service (3-Tier),"Remote Pre-Audit-Service in 3 Tiers: Tier 1 Readiness Triage (KI), Tier 2 Remote Auditor Review, Tier 3 Audit Readiness Program; 47 Länder, 6 Compliance-Achsen, ab €750",AICert,Advisory,Facility / Exporteur,AI-gestützt,"IN: facility_data, target_country / OUT: readiness_score, gap_list, recommendations",/Users/gm/.openclaw/workspace/cannaworld-aicert/src/pages/PreAuditService.tsx,live,nein,BELEGT
AC-103,Concierge Service (Gesamt-Workflow),"Ganzheitlicher Concierge-Onboarding-Workflow: Landing, Demo, Buchung, Fragebogen, Dossier-Berechnung, Farm-Visit; Sales-Intelligence intern",AICert,Advisory,Neuer Facility-Kunde,menschlich,"IN: concierge_request / OUT: appointment, dossier (intern), farm_profile",/Users/gm/.openclaw/workspace/cannaworld-aicert/src/pages/Concierge.tsx + ConciergeBook.tsx + ConciergeDemo.tsx,live,nein,BELEGT
AC-104,Data Governance Dokumentation,"Data-Governance-Richtlinien-Seite mit 9 Abschnitten: Scope, DPA-Baseline, Import-Policy, AI-Processing, Opt-out, EU/EEA/TH-Addenda, Cookie-Policy, Legal-Review",AICert,Data/AI,Alle Nutzer / DPO,menschlich,IN: (static) / OUT: governance_sections,/Users/gm/.openclaw/workspace/cannaworld-aicert/src/pages/DataGovernance.tsx,live,nein,BELEGT
AC-105,Facility API Key Management (Frontend),"Frontend für Facility-API-Key-Verwaltung: Erzeugung, Anzeige (cw_-Prefix), Deaktivierung von Facility-spezifischen API-Keys",AICert,Platform/Identity,Facility-Manager,automatisiert,IN: facility_id / OUT: api_keys[],/Users/gm/.openclaw/workspace/cannaworld-aicert/src/pages/FacilityApiKeys.tsx,live,nein,BELEGT
AC-106,API Dokumentation,Interaktive API-Dokumentation für GMP-AICert Public API und MCP-Endpunkt,AICert,Platform/Identity,Entwickler / API-Kunden,automatisiert,"IN: (static) / OUT: openapi_spec, endpoint_docs",/Users/gm/.openclaw/workspace/cannaworld-aicert/src/pages/ApiDocs.tsx,live,nein,BELEGT
AC-107,Compliance Score Tracking,"Berechnung und Anzeige des Gesamt-Compliance-Scores der Facility; aggregiert Audit-, CAPA-, SOP- und Deviation-Daten",AICert,Data/AI,QA-Manager / Management,automatisiert,"IN: facility_id / OUT: compliance_score, trend",/Users/gm/.openclaw/workspace/cannaworld-aicert/src/hooks/use-compliance-score.ts,live,nein,BELEGT
AC-108,CannaWorld Germany Intake (AICert-Seite),"German-Market Intake-Seite auf GMP-AICert: 4-Schritt-Prozess (Import-Anfrage → Qualifizierung → Dokumentenprüfung → Supply Matching), Ecosystem-Cards, Kontaktformular",AICert,Pharmacy,Deutsche Apotheke / Importeur,menschlich,IN: import_request_form / OUT: qualification_process_started,/Users/gm/.openclaw/workspace/cannaworld-aicert/src/pages/CannaWorldGermany.tsx,live,nein,BELEGT
AC-109,Guarantee Page,"Service-Garantie-Seite: Tier-Übersicht, Boundary-Definitionen, Customer-Promise; transparente Leistungsgrenzen",AICert,Marketing/GTM,Interessent / Kunde,automatisiert,"IN: (static) / OUT: guarantee_tiers, boundaries",/Users/gm/.openclaw/workspace/cannaworld-aicert/src/pages/GuaranteePage.tsx,live,nein,BELEGT
EU-001,EU Batch Import & QP-Freigabe,"EU-seitige QP-Release-Verwaltung für importierte Batches: pending/released/rejected Status, Batch-Release-Queue, Übersichts-KPIs",Europe,Pharmacy,EU-QP / Importeur,menschlich,"IN: batch_release_form / OUT: qp_release_status, batch_released",/Users/gm/.openclaw/workspace/cannaworld-europe/src/pages/dashboard/QPRelease.tsx,live,nein,BELEGT
EU-002,Audit Passport (Consent-basiertes Daten-Sharing),"EU-Käufer-Zugang zu geteilten Audit- und Compliance-Daten thai. Exporteure; Consent-basiert ('Audit Once, Trust Everywhere'); Request-Audit-Data-Access-Workflow",Europe,Trust/Audit,EU-Importeur / Buyer,automatisiert,"IN: access_request, consent / OUT: audit_data, compliance_summary",/Users/gm/.openclaw/workspace/cannaworld-europe/src/pages/dashboard/AuditPassport.tsx,live,nein,BELEGT
EU-003,Golden Route Engine,"Globale Import-Route-Engine V1: prüft Hard-Boundaries (kein Importeur/kein Permit/Quota/kein Release = NO-GO), Authority-Boundaries, US-THC-Split, Source-Principle; liefert Recommendation inkl. kritische Pfade und Blockaden",Europe,Trade,EU-Importeur / Buyer,AI-gestützt,"IN: product_params, destination / OUT: route_assessment, blockers[], critical_path",/Users/gm/.openclaw/workspace/cannaworld-europe/src/pages/dashboard/GoldenRoute.tsx + src/lib/golden-route.ts,live,nein,BELEGT
EU-004,EU Import Intake (EuIntake),"EU-spezifisches Intake-Formular für Cannabis-Importe: GDP-Checks, Compliance-Prüfliste, Dokumenten-Anforderungen",Europe,Trade,EU-Importeur,menschlich,"IN: import_intake_form / OUT: intake_reference, gdp_checklist",/Users/gm/.openclaw/workspace/cannaworld-europe/src/pages/dashboard/EuIntake.tsx,live,nein,BELEGT
EU-005,Wholesale Hub,"Großhandels-Hub für EU-Distribution von Cannabis; Wholesale-Anfragen, GDP-Distribution, Netzwerk-Übersicht",Europe,Trade,EU-Großhändler / Distributor,menschlich,"IN: wholesale_request / OUT: wholesale_matches, gdp_routes",/Users/gm/.openclaw/workspace/cannaworld-europe/src/pages/dashboard/WholesaleHub.tsx,live,nein,BELEGT
EU-006,EU Regulatory Pfad-Advisor,"Interaktiver Pfad-Advisor mit 6 regulatorischen Import-Pfaden: §73 Abs. 3 AMG (direkt), Managed Import via Gateway, Großhandel GDP, EU-GMP-Importeur mit QP, Hersteller mit eigener QP, Spezialversorgung; Pfad-Empfehlung inkl. Compliance-Requirements",Europe,Regulatory,EU-Importeur / Apotheke,automatisiert,"IN: company_profile, intent / OUT: recommended_path, requirements[]",/Users/gm/.openclaw/workspace/cannaworld-europe/src/pages/dashboard/Regulatory.tsx + ComplianceRoutes.tsx,live,nein,BELEGT
EU-007,EU Compliance Framework-Checker,"Compliance-Status-Checker gegen EU-GMP, GDP, GACP; Framework-Karten mit Sub-Anforderungen und Status-Ampel",Europe,Quality/GxP,EU-Importeur / QP,automatisiert,"IN: compliance_data / OUT: framework_status (EU-GMP/GDP/GACP), gaps[]",/Users/gm/.openclaw/workspace/cannaworld-europe/src/pages/dashboard/Compliance.tsx,live,nein,BELEGT
EU-008,EU Lieferanten-Verwaltung,"Lieferanten-Datenbank für EU-Käufer: Anlage, Scoring, GDP-Qualifizierung, Dialog-geführte Supplier-Erfassung",Europe,Sourcing,EU-Importeur / Procurement,menschlich,"IN: supplier_form / OUT: supplier_id, score, status",/Users/gm/.openclaw/workspace/cannaworld-europe/src/pages/dashboard/Suppliers.tsx + hooks/use-suppliers.ts,live,nein,BELEGT
EU-009,EU Batch-Tracking,"Tracking importierter Batches auf EU-Seite; useInventory + useBatches; Status-Übersicht, Batch-Details",Europe,Logistics,EU-Importeur / Warehouse,automatisiert,"IN: batch_data / OUT: batch_status, tracking_info",/Users/gm/.openclaw/workspace/cannaworld-europe/src/pages/dashboard/Batches.tsx + hooks/useBatches.ts + useInventory.ts,live,nein,BELEGT
EU-010,EU Lager-Management,"Warehouse-Management für EU-Lagerbestand: Inventar-Übersicht, Einlagerung, Auslagerung, GDP-konform",Europe,Logistics,EU-Warehouse-Manager,automatisiert,"IN: inventory_actions / OUT: inventory_levels, movements[]",/Users/gm/.openclaw/workspace/cannaworld-europe/src/pages/dashboard/Warehouse.tsx,live,nein,BELEGT
EU-011,EU Logistik-Dashboard,"GDP-konforme Logistik-Übersicht: aktive Sendungen, Tracking-Netzwerk, Transporteur-Management",Europe,Logistics,EU-Logistik-Manager,automatisiert,"IN: (user auth) / OUT: active_shipments[], network_overview",/Users/gm/.openclaw/workspace/cannaworld-europe/src/pages/dashboard/Logistics.tsx,live,nein,BELEGT
EU-012,EU Marketplace,"EU-seitiger Marketplace-Zugang: Anzeige verfügbarer Batches, Kaufanfragen, Matching mit eigenen Spezifikationen",Europe,Trade,EU-Käufer / Importeur,automatisiert,"IN: search_params, specs / OUT: matching_listings[]",/Users/gm/.openclaw/workspace/cannaworld-europe/src/pages/dashboard/Marketplace.tsx,live,nein,BELEGT
EU-013,Trade Cases Management,"Verwaltung von Handels-Cases / Import-Vorgängen: Case-Anlage, Status-Tracking, Dokumenten-Verknüpfung",Europe,Trade,EU-Importeur / Trade-Manager,menschlich,"IN: trade_case_form / OUT: case_id, status",/Users/gm/.openclaw/workspace/cannaworld-europe/src/pages/dashboard/TradeCases.tsx,live,nein,BELEGT
EU-014,EU Dokumenten-Verwaltung,"Dokumenten-Upload und -Verwaltung für EU-Compliance-Dokumente: EU-GMP-Zertifikat, Importlizenzen etc.; useDocuments-Hook",Europe,Documents,EU-Importeur / QP,automatisiert,"IN: document_file, metadata / OUT: document_id, version",/Users/gm/.openclaw/workspace/cannaworld-europe/src/pages/dashboard/Documents.tsx + hooks/useDocuments.ts,live,nein,BELEGT
EU-015,EU Analytics Dashboard,"Live-Operational-Metrics: Trend-Analysen, KPIs für EU-Workspace (Batches, Compliance, Logistics); useDashboardStats-Hook",Europe,Data/AI,EU-Management / Compliance-Team,automatisiert,"IN: (user auth) / OUT: metrics, trends[]",/Users/gm/.openclaw/workspace/cannaworld-europe/src/pages/dashboard/Analytics.tsx + hooks/useDashboardStats.ts,live,nein,BELEGT
EU-016,EU Services Übersicht (Gateway Services),"Strukturierte Übersicht aller Gateway-Services in 4 Gruppen (Platform, Consulting, Trade, Assurance) mit 24 Service-Keys; Landing-Page-Komponente und Dashboard-Seite",Europe,Marketing/GTM,EU-Interessent / Kunde,automatisiert,"IN: (static) / OUT: service_groups, service_items",/Users/gm/.openclaw/workspace/cannaworld-europe/src/components/GatewayServicesSection.tsx + src/pages/dashboard/Services.tsx,live,nein,BELEGT
EU-017,EU Data Governance,"Data-Governance-Richtlinien für EU-Workspace (DSGVO, DPA, AI-Processing Policy)",Europe,Data/AI,DPO / Nutzer,menschlich,IN: (static) / OUT: governance_docs,/Users/gm/.openclaw/workspace/cannaworld-europe/src/pages/DataGovernance.tsx,live,nein,BELEGT
EU-018,Klinisches Feedback Aggregator,"Aggregiert anonymisiertes klinisches Feedback aus Apotheke, Patient, Klinik, Importeur; linked zu Batches via asian_batch_id; erfasst Symptom-Relief-Score, Side-Effect-Score, Dosierung, Indikation, Onset/Duration",Europe,Pharmacy,Pharmakovigilanz / Regulatory,automatisiert,"IN: FeedbackPayload (source, batch, scores, dosage) / OUT: outcome_record",/Users/gm/.openclaw/workspace/cannaworld-europe/supabase/functions/clinical-feedback-aggregator/index.ts,live,nein,BELEGT
EU-019,EU Notification Service,"Benachrichtigungs-Service für EU-Workspace: Compliance-Alerts, Batch-Status-Updates, QP-Release-Anfragen; useNotifications-Hook",Europe,Platform/Identity,EU-Nutzer,automatisiert,IN: notification_event / OUT: notification_delivered,/Users/gm/.openclaw/workspace/cannaworld-europe/supabase/functions/send-notification/index.ts + hooks/useNotifications.ts,live,nein,BELEGT
EU-020,EU Exporter Onboarding Gate,"Onboarding-Gate für Exporteure auf EU-Plattform: Schrittweiser Onboarding-Flow, Onboarding-Status-Prüfung vor Zugang zu geschützten Bereichen",Europe,Platform/Identity,Exporteur,automatisiert,"IN: onboarding_steps / OUT: onboarding_status, access_granted",/Users/gm/.openclaw/workspace/cannaworld-europe/src/hooks/useExporterOnboarding.ts + useOnboardingGate.ts + useOnboardingStatus.ts,live,nein,BELEGT
EU-021,EU Cannaworld SDK,Cannaworld SDK (cannaworld-sdk.ts) für programmatischen Zugang zu EU-Plattform-APIs; Bibliotheks-Wrapper,Europe,Platform/Identity,Entwickler,automatisiert,IN: SDK-Config / OUT: API-Client,/Users/gm/.openclaw/workspace/cannaworld-europe/src/lib/cannaworld-sdk.ts,live,nein,BELEGT
EU-022,EU Access Request (Käufer-Registrierung),Registrierungs-/Zugangs-Anfrage-Seite für neue EU-Buyer/Importeure; Role-basiertes Onboarding,Europe,Platform/Identity,Neuer EU-Käufer,menschlich,IN: access_request_form / OUT: pending_review,/Users/gm/.openclaw/workspace/cannaworld-europe/src/pages/RequestAccess.tsx,live,nein,BELEGT
MP-001,ShinrAi Batch-Analyse (Dokument-Upload),"KI-gestützte Forensik-Analyse hochgeladener Batch-Dokumente (CoA, GACP/GMP-Zertifikate, Rechnungen): extrahiert Produktdaten, Zertifizierungsgrad, THC/CBD, Qualitätsscore, Zielmarkt-Eignung, Compliance-Check und Marktwert via Anthropic Batch API.",Marketplace,Quality/GxP,Exporter,AI-gestützt,"In: Dokument-Dateien + Batch-ID; Out: JSON mit Produktprofil, market_valuation, compliance_check, target_markets, quality_score","supabase/functions/ai-batch-analyze/index.ts – VALID_ACTIONS: submit_batch, submit_batch_api, check_results; SYSTEM_PROMPT ShinrAi",live,nein,BELEGT
MP-002,ShinrAi Batch-Cron (Anthropic Batch API Queue),Geplanter Cron-Job: sendet ausstehende Analyse-Jobs als Anthropic Batch (50 % Kostenersparnis) und ruft Ergebnisse abgeschlossener Batches ab. Orchestriert MP-001.,Marketplace,Data/AI,Platform/BackOffice,automatisiert,In: Cron-Signal (x-cron-secret); Out: Batch-Submit-Ergebnis + geprüfte Resultate,supabase/functions/ai-batch-cron/index.ts – invoke ai-batch-analyze mit submit_batch_api + check_results,live,nein,BELEGT
MP-003,Auto-Trade-Matcher,"Regelbasierter Matching-Engine: gleicht gelistete Batches gegen Importer-Trading-Rules ab (min. THC, max. Preis, Zertifizierungen, ShinrAi-Score, Zielmärkte, Mengen). Erstellt automatisch Purchase Requests bei Match.",Marketplace,Trade,Importer/Exporter,automatisiert,"In: Batch-Daten + Trading-Rules aus DB; Out: Match-Ergebnis, erstellte Purchase Requests","supabase/functions/auto-trade-matcher/index.ts – matchRule(), TradingRule, Batch Typen",live,nein,BELEGT
MP-004,Escrow Milestone Controller,"Mehrstufige Escrow-Abwicklung für Trade-Agreements: steuert Milestones (deposit, qa_release, final), prüft ShinrAi-Score + Batch-Status vor jeder Freigabe, unterstützt Dispute/Freeze-Status. Verwendet x-escrow-controller-key.",Marketplace,Trade,Importer/Exporter,automatisiert,In: escrow_agreement_id + milestone action; Out: Freigabe- oder Blockier-Entscheidung mit Grund,"supabase/functions/escrow-milestone-controller/index.ts – TERMINAL_AGREEMENT_STATUSES, MilestonePayment, EscrowAgreement Typen",live,nein,BELEGT
MP-005,InfinityYou Escrow Guard (AR Hard Freeze),Spezial-Escrow-Guard der InfinityYou-Schicht: empfängt AR-Signale (Kontaminations-/SOP-Verletzungs-Alerts) und friert Escrow-Agreements farm-weit ein. Verknüpft mit infinityou_mandated-Flag.,übergreifend,Trust/Audit,Platform/BackOffice,automatisiert,"In: AR-Payload (batch_id, exporter_id, Grund) via x-infinityou-ar-key; Out: gefrorene Agreements + Payments","supabase/functions/infinityou-escrow-guard/index.ts – FREEZE_STATUS, freezeReason(), farm-level freeze logic",live,nein,BELEGT
MP-006,Marketplace-Preis-Intelligence,"AI-Preisintelligenz für Batches: drei Modi (analyze_batch, analyze_all, quick_estimate). Nutzt Anthropic-API für Marktbewertung basierend auf THC, Zertifizierung, Compliance-Score, Zielmarkt. Rate-Limit: 30 req/h/IP.",Marketplace,Trade,Exporter/Importer,AI-gestützt,"In: batch_id oder global; Out: geschätzter Marktpreis EUR, Konfidenz, Rationale, Empfehlung","supabase/functions/marketplace-price-intelligence/index.ts – VALID_ACTIONS: analyze_batch, analyze_all, quick_estimate",live,nein,BELEGT
MP-007,Compliance Score API,REST-API für Batch-Compliance-Scores: liefert grünen/gelben/roten Status pro Batch oder Aggregat-Statistiken aller gelisteten Batches. Unterstützt API-Key- und Bearer-Auth.,Marketplace,Quality/GxP,Exporter/Partner-Systeme,automatisiert,"In: batch_id oder batch_number (Query-Param); Out: compliance_score, certification, status, Statistiken","supabase/functions/compliance-score-api/index.ts – GET endpoint, aggregat stats",live,nein,BELEGT
